Reference Handle,Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Seven Bends,New Quantity Seven Bends,Stock Alert Enabled Seven Bends,Stock Alert Count Seven Bends,Tax - Sales Tax (6%)
#lobelia-inflata-indian-tobacco--4-5-pot,SGR76QC75TQMB43LKHZOWLL2,Lobelia inflata (Indian Tobacco),,"4.5"" Pot",,Lobinf3,"Not a true tobacco. Hairy stem with pointed leaves with white-purple flowers that attract small bees. Toxic to mammals, so deer resistant. An annual, but reseeds itself

Size: Height: 1' - 2' ; Width: 1' -2'
Light: Sun (Part-Full)
Moisture: Medium, Moist,

-

H. Zell [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)]",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,9.00,,N,,,,,,,0,,,,Y
#lobelia-inflata-indian-tobacco--gallon,EQ5JNTM2JWM5FPV7LSICQV4G,Lobelia inflata (Indian Tobacco),,Gallon,,Lobinf9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,15.00,,N,,,,,,,0,,,,Y
#lobelia-inflata-indian-tobacco--true-gallon,TW3YJ2DHQIJM6XDXYIHSMDGK,Lobelia inflata (Indian Tobacco),,True Gallon,,Lobinf12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
#lobelia-siphilitica-blue-lobelia--4-5-pot,5F55E3M2QRHKQCKKGLMWVWPF,Lobelia siphilitica (Blue Lobelia),,"4.5"" Pot",,Lobsip3,"This showy blue flower creates late summer blooms that attract birds, butterflies, and is of special value to bumblebees.

Size: Height: 1' - 5' ; Width: 1' -1.5'
Light: Shade (Part-Full)
Moisture: Moist, 

-

Cephas, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,98,,,,Y
#lobelia-siphilitica-blue-lobelia--gallon,WU6PHT6Z3GXGAZCCJIVK5TWC,Lobelia siphilitica (Blue Lobelia),,Gallon,,Lobsip9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,9,,,,Y
#lobelia-siphilitica-blue-lobelia--true-gallon,BOO3HYCTLPR5Y6BJYOTHE6A2,Lobelia siphilitica (Blue Lobelia),,True Gallon,,Lobsip12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#lobelia-spicata-pale-spiked-lobelia--4-5-pot,DQP67TL7HKUWGQIFSTAQKQ4C,Lobelia spicata (Pale Spiked Lobelia),,"4.5"" Pot",,Lobspi3,"Erect annual that readily reseeds. The flower is a spike-like cluster of small pale purplish-blue to bluish-white flowers. Capsule like fruits emerge in late fall. Ideal for a meadow planting.

Size: Height: 1' - 3' ; Width: 1' -2'
Light: Sun (Full)
Moisture: Medium, 

-

Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,0,,,,Y
#lobelia-spicata-pale-spiked-lobelia--gallon,I2LYVNVJ535DSVFGECMH3L4B,Lobelia spicata (Pale Spiked Lobelia),,Gallon,,Lobspi9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
#lobelia-spicata-pale-spiked-lobelia--true-gallon,NG2ZS6M3JP3VG3DIBLR3ZXDC,Lobelia spicata (Pale Spiked Lobelia),,True Gallon,,Lobspi12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#lonicera-sempervirens-coral-honeysuckle--4-5-pot,PGZN57QBYPWOPGP4XOCQFTS5,Lonicera sempervirens (Coral Honeysuckle),,"4.5"" Pot",,Lonsem3,"This vine creates beautiful red, cone-shaped flowers tipped with orange bloom in spring in small clusters that attract hummingbirds and butterflies. Tolerates clay soil.

Size: Height: 8' - 15' ; Width: 3' -6'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Eric Hunt, CC BY-SA 4.0 , via Wikimedia Commons",Vine,Vine,,,,,hidden,Physical good,,,,N,N,N,Y,15.00,,N,,N,,N,,,0,,,,Y
#lonicera-sempervirens-coral-honeysuckle--gallon,5ZJQBHMJOJJTYOINSOS3JAEE,Lonicera sempervirens (Coral Honeysuckle),,Gallon,,Lonsem9,,Vine,Vine,,,,,hidden,Physical good,,,,,,,,22.00,,N,,,,N,,,0,,,,Y
#lonicera-sempervirens-coral-honeysuckle--2-gallon,7ZWJMWSKQDCB3AY6G2ZLHVF6,Lonicera sempervirens (Coral Honeysuckle),,2 Gallon,,Lonsem15,,Vine,Vine,,,,,hidden,Physical good,,,,,,,,37.00,,N,,,,N,,,0,,,,Y
#ludwigia-alternifolia-seedbox--4-5-pot,GCEYZ3G7DQIX2DO7LWWZBLX4,Ludwigia alternifolia (Seedbox),,"4.5"" Pot",,Ludalt3,"This yellow-flowering native blooms in summer, and loves marshes and wet meadows. Distinct square, seedpods give this plant its name.

Size: Height: 2' - 3' ; Width: 1' -2'
Light: Shade (Part-Full)
Moisture: Moist, Standing Water,

-

By Fritzflohrreynolds - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=31404456
Anita Gould https://www.flickr.com/photos/anitagould/135945901/in/faves-carol_simmons/",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,62,,,,Y
#ludwigia-alternifolia-seedbox--gallon,VH3ZVVKMQKH744633RDMFC7K,Ludwigia alternifolia (Seedbox),,Gallon,,Ludalt9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,55,,,,Y
#ludwigia-alternifolia-seedbox--true-gallon,SLLPEPOMFIQLCIWX4ORL7SOF,Ludwigia alternifolia (Seedbox),,True Gallon,,Ludalt12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#lupinus-perennis-wild-lupine--4-5-pot,OWTNNQ57TKFL6M2BCXVSJZN5,Lupinus perennis (Wild Lupine),,"4.5"" Pot",,Lupper3,"Pea-like blue and purple flowers. Important food source for the caterpillar of several species of threatened butterflies.

Size: Height: 1' - 2' ; Width: 0.5' -1'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

By cassi saari - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=72995600By Steven Katovich, USDA Forest Service, Bugwood.org http://www.forestryimages.org/browse/subthumb.cfm?sub=5961#?sub=5961&aut=1552, CC, DouglasGoldman, CC BY-SA 4.0 , via Wikimedia Commons
By 3.0, https://commons.wikimedia.org/w/index.php?curid=42011671By Richard Carter, Valdosta State University, Bugwood.org - http://www.forestryimages.org/browse/subthumb.cfm?sub=5961#?sub=5961&aut=11916, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=42011984",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,13.00,,N,,,,,,,0,,,,Y
#lupinus-perennis-wild-lupine--gallon,UUVSMZOXXN2CTROF4Q73OUTS,Lupinus perennis (Wild Lupine),,Gallon,,Lupper9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#lupinus-perennis-wild-lupine--true-gallon,GLTNKMMPH57AEKBILHY5ZGRA,Lupinus perennis (Wild Lupine),,True Gallon,,Lupper12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,21.00,,N,,,,,,,0,,,,Y
#magnolia-acuminata-cucumber-magnolia--gallon,5FC4F3V665KYZ3N2XGLZFZLP,Magnolia acuminata (Cucumber Magnolia),,Gallon,,Magacu9,"Deciduous tree found in the foothills and Appalachian Mountains.  Tall tree with pyramidal crown and a straight trunk. Bloom greenish-yellow, tulip-like flowers in spring and produce red cone-like fruits in late summer

Size: Height: 50' - 80' ; Width: 35' -60'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Bruce Marlin, CC BY 3.0 , via Wikimedia Commons,   ????? ???????, CC BY-SA 4.0 , via Wikimedia Commons,   Baummapper, CC BY-SA 3.0 DE , via Wikimedia Commons",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,N,,,,,0,,,,Y
#magnolia-acuminata-cucumber-magnolia--true-gallon,2LEGOLBZLT3MOQDUQLWCSBE5,Magnolia acuminata (Cucumber Magnolia),,True Gallon,,Magacu12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#magnolia-acuminata-cucumber-magnolia--2-gallon,7ZZDPL7OX6FWEUOA3KSLPN4K,Magnolia acuminata (Cucumber Magnolia),,2 Gallon,,Magacu15,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#magnolia-acuminata-cucumber-magnolia--3-gallon,4BJYSJKWZUTOPF7BQMABWIJG,Magnolia acuminata (Cucumber Magnolia),,3 Gallon,,Magacu18,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#magnolia-acuminata-cucumber-magnolia--5-gallon,LEUZGLB2VSXCLHVHX7QGNK4E,Magnolia acuminata (Cucumber Magnolia),,5 Gallon,,Magacu21,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#magnolia-tripetala-umbrella-magnolia--gallon,7SKF5LR6WPLIAPSTTUO76TKJ,Magnolia tripetala (Umbrella Magnolia),,Gallon,,Magtri9,"Medium-sized tree that blooms with fragrant cup-shaped white flowers in spring. Red fruits mature in summer. This tree gets its name from its large leaves that cluster at the ends of its stems.

Size: Height: 15' - 30' ; 15' - 30'
Light: Sun (Part-Full)
Moisture: Medium, Moist,

-",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,N,,N,,,0,,,,Y
#magnolia-tripetala-umbrella-magnolia--true-gallon,6FTZDMUJIKE56ZAS3M2IXPOR,Magnolia tripetala (Umbrella Magnolia),,True Gallon,,Magtri12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,0,,,,Y
#magnolia-tripetala-umbrella-magnolia--2-gallon,6IO635EGX6EH3EQHEAXXKHPZ,Magnolia tripetala (Umbrella Magnolia),,2 Gallon,,Magtri15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,N,,,1,,,,Y
#magnolia-tripetala-umbrella-magnolia--3-gallon,RFKWF67ER77Y2ZWK5GA3X3R3,Magnolia tripetala (Umbrella Magnolia),,3 Gallon,,Magtri18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
#magnolia-tripetala-umbrella-magnolia--5-gallon,VHBC7NKZ6B7FSY4GKHJJ5FF5,Magnolia tripetala (Umbrella Magnolia),,5 Gallon,,Magtri21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,N,,,0,,,,Y
#magnolia-virginiana-sweetbay-magnolia--gallon,XRVMV23UP3PNRXD5HLOUTCIM,Magnolia virginiana (Sweetbay Magnolia),,Gallon,,Magvir9,"Cup shaped, white flowers appear in spring on this magnificent tree. Bright red seeds mature in fall. Tolerates clays.

Size: Height: 10' - 35' ; Width: 10' -35'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Sweetbay_Magnolia_Magnolia_virginiana_Flower_Closeup_2242px.jpg: Photo by and (c)2008 Derek Ramsey (Ram-Man).  Co-attribution must be given to the Chanticleer Garden.derivative work: Bff, CC BY-SA 3.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,N,,N,,,0,,,,Y
#magnolia-virginiana-sweetbay-magnolia--true-gallon,PJ5C3LRQSFVUMOIM3EQR7UQW,Magnolia virginiana (Sweetbay Magnolia),,True Gallon,,Magvir12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,10,,,,Y
#magnolia-virginiana-sweetbay-magnolia--2-gallon,G4RFBC2IDUDIKOPS6ZZXHHYF,Magnolia virginiana (Sweetbay Magnolia),,2 Gallon,,Magvir15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,N,,,1,,,,Y
#magnolia-virginiana-sweetbay-magnolia--3-gallon,LB2EMGMYMYZPB5RVYDP7B6FP,Magnolia virginiana (Sweetbay Magnolia),,3 Gallon,,Magvir18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
#magnolia-virginiana-sweetbay-magnolia--5-gallon,VMLEWCXR7CZ4Y25BRGOQC42M,Magnolia virginiana (Sweetbay Magnolia),,5 Gallon,,Magvir21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,N,,,2,,,,Y
#malus-coronaria-american-crabapple--gallon,5TK7E4JMCG65MSXQNKP7MO5S,Malus coronaria American Crabapple),,Gallon,,Malcor9,"Small native tree in the Rose family blooms fragrant, light pink flowers in spring.  Small fruits that can be made into preserves or cider

Size: Height: 15' - 30' ; 20' - 30'
Light: Sun (Part-Full)
Moisture: Medium,

-",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
#malus-coronaria-american-crabapple--true-gallon,HUC75FJQAUS3A4HTXH75UDPF,Malus coronaria American Crabapple),,True Gallon,,Malcor12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,N,,,0,,,,Y
#malus-coronaria-american-crabapple--2-gallon,AGCHXNSUL4R3YTJCUHIWQ3VX,Malus coronaria American Crabapple),,2 Gallon,,Malcor15,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
#malus-coronaria-american-crabapple--3-gallon,SAYAB3CUVFSGJURLKQZTSMMN,Malus coronaria American Crabapple),,3 Gallon,,Malcor18,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#malus-coronaria-american-crabapple--5-gallon,3XJGUNF6PB5HSMF36H2YG3DT,Malus coronaria American Crabapple),,5 Gallon,,Malcor21,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,70.00,,N,,,,N,,,0,,,,Y
#matteuccia-struthiopteris-ostrich-fern--4-5-pot,HOKHAAWGYX273J5YFIW4GBC7,Matteuccia struthiopteris (Ostrich Fern),,"4.5"" Pot",,Matstr3,"Tall bright green plumes turn bronze-gold in fall. In optimal moist conditions will spread to form dense colonies. Deer and rabbit resistant.

Size: Height: 1' - 5' ; Width: 4' -4'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-

By de:Benutzer:Griensteidl - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=845398 By The Cosmonaut - Own work This image was created with darktable., CC BY-SA 2.5 ca, Bjoertvedt, CC BY-SA 4.0 , via Wikimedia Commonshttps://commons.wikimedia.org/w/index.php?curid=89978871
By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=60966557",Fern,Fern,,,,,visible,Physical good,,,,N,N,N,Y,13.00,,N,,,,,,,8,,,,Y
#matteuccia-struthiopteris-ostrich-fern--gallon,YLHDF36MQPKTINXKEX4SYM42,Matteuccia struthiopteris (Ostrich Fern),,Gallon,,Matstr9,,Fern,Fern,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,3,,,,Y
#melanthium-virginicum-bunchflower--4-5-pot,CDXVSWRCMRST5DMO67JSMKPQ,Melanthium virginicum (Bunchflower),,"4.5"" Pot",,Melvir3,"Blooms large clusters of fragrant flowers in summer. Flowers bloom white to cream in color but over time they turn green, then maroon, and finally black.  Wonderful fall interest for a garden or prairie! 

Size: Height: 2' - 5' ; Width: 1' -2'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-

Lee Casebere. USDA NRCS. 1995. Northeast wetland flora: Field office guide to plant species. Northeast National Technical Center, Chester. Courtesy of USDA NRCS Wetland Science Institute., Public domain, via Wikimedia Commons,   Uleli, CC BY-SA 3.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,0,,,,Y
#melanthium-virginicum-bunchflower--gallon,4CSC74K7PU5NCYN2AUPL5FJM,Melanthium virginicum (Bunchflower),,Gallon,,Melvir9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,,,,0,,,,Y
#melanthium-virginicum-bunchflower--true-gallon,PZCOMPL6FOLC5KSHR7FSLKBL,Melanthium virginicum (Bunchflower),,True Gallon,,Melvir12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#mertensia-virginica-virginia-bluebell--4-5-pot,J4MC6GW4ICLEYA7JFUB5W2QG,Mertensia virginica (Virginia Bluebell),,"4.5"" Pot",,Mervir3,"Early spring flower that is a treasure of Virginia! Short blooming, but grows into colonies that blanked the forest floor

Size: Height: 1' - 2' ; Width: 1' -1.5'
Light: Shade (Full)
Moisture: Medium, Moist, 

-

Jarek Tuszy?ski, CC BY-SA 4.0 , via Wikimedia Commons;,  Cbaile19, CC0, via Wikimedia Commons
Khan ""Sadh"" N. Mostafa, CC BY 2.0 , via Wikimedia Commons; Cbaile19, CC0, via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,13.00,,N,,N,,N,,,0,,,,Y
#mertensia-virginica-virginia-bluebell--gallon,U7D5ZSMBCOZIHAV5FCR7NFY2,Mertensia virginica (Virginia Bluebell),,Gallon,,Mervir9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#mertensia-virginica-virginia-bluebell--true-gallon,3UKNEPNTIC4FIDARUC6AWXJ6,Mertensia virginica (Virginia Bluebell),,True Gallon,,Mervir12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,21.00,,N,,,,N,,,0,,,,Y
#mileage-fee-service,BH2NE4ZPBZ4YVVRFNTSAKCJV,Mileage Fee,,Service,,MilFee99,"Size:
Light:
Moisture:

-",,,,,,,hidden,Other,,,,N,,N,N,0.76,,N,,,,,,,0,,,,N
#mimulus-ringens-monkey-flower--4-5-pot,LHE4SSTYWJJ3DWINBPSU2KPU,Mimulus ringens (Monkey Flower),,"4.5"" Pot",,Mimrin3,"This plant does well in wet soils and swampy areas. 1"" purple flowers appear in pairs resemble the face of a smiling monkey and bloomin summer. Deer tolerant.

Size: Height: 1' - 3' ; Width: 1' -1'
Light: Sun (Part-Full)
Moisture: Moist, Standing Water,

-

Ksd5, CC0, via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,0,,,,Y
#mimulus-ringens-monkey-flower--gallon,UX2EOZGRR4JJQN4A4YNYE6RK,Mimulus ringens (Monkey Flower),,Gallon,,Mimrin9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
#mimulus-ringens-monkey-flower--true-gallon,BMNVW6RDGYQGKOWMVB26573H,Mimulus ringens (Monkey Flower),,True Gallon,,Mimrin12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#mitchella-repens-partridge-berry--4-5-pot,IQFAJIQFOI5KSMLVLFUDXBBH,Mitchella repens (Partridge Berry),,"4.5"" Pot",,Mitrep3,"This native ground cover will naturalize an area through root notes. Small white flowers lead to bright red berries that ripen in summer and can persist through winter. Tolerates dry soil and heavy shade.

Size: Height: 0.1' - 0.25' ; Width: 1' -1'
Light: Shade (Full)
Moisture: Medium, 

-

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons; Jomegat, CC BY-SA 3.0 , via Wikimedia Commons; jillllybean, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,13.00,,N,,,,,,,6,,,,Y
#mitchella-repens-partridge-berry--gallon,XULAMHLF44FMKUS4OLTQ6PUG,Mitchella repens (Partridge Berry),,Gallon,,Mitrep9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#mitchella-repens-partridge-berry--true-gallon,RM5W2C67FFVLY4E5OCX36HCV,Mitchella repens (Partridge Berry),,True Gallon,,Mitrep12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,21.00,,N,,,,,,,0,,,,Y
#monarda-didyma-scarlet-beebalm--4-5-pot,SAGOUICO6E3OVK6VLDBPSNOH,Monarda didyma (Scarlet Beebalm),,"4.5"" Pot",,Mondid3,"Fragrant leaves are still used to make teas and salads. Tubular, two-lipped bright red flowers grow in clusters atop long stems and bloom in mid to late summer. Attracts bees, hummingbirds, butterflies. Deer and clay tolerant.

Size: Height: 2' - 4' ; Width: 2' -3'
Light: Sun (Full)
Moisture: Medium, 

-

H. Zell [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)], Alex Abair, CC BY 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,93,,,,Y
#monarda-didyma-scarlet-beebalm--gallon,XEOPRUSLSVC6YRDQQHLFWWLW,Monarda didyma (Scarlet Beebalm),,Gallon,,Mondid9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,89,,,,Y
#monarda-didyma-scarlet-beebalm--true-gallon,TDFOBNNQVL67CEXDIFNZ3WPY,Monarda didyma (Scarlet Beebalm),,True Gallon,,Mondid12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#monarda-fistulosa-wild-bergamot--4-5-pot,4OKKS752HKV53OX7QXYD6HLV,Monarda fistulosa (Wild Bergamot),,"4.5"" Pot",,Monfis3,"This mint-family plant has light-purple flowers that blossom in late summer, which attract bees, hummingbirds, and butterflies. Tolerates some drought and clay soils. Deer Resistant.

Size: Height: 2' - 4' ; Width: 2' -3'
Light: Sun (Full)
Moisture: Dry, Medium, 

-

By Hardyplants - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=95018400
By gailhampshire from Cradley, Malvern, U.K - Monarda fistulosa ?, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=49985316 ,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,N,,,130,,,,Y
#monarda-fistulosa-wild-bergamot--gallon,KKGF2IAECZOWCMTP2RIOGUBS,Monarda fistulosa (Wild Bergamot),,Gallon,,Monfis9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,N,,,304,,,,Y
#monarda-fistulosa-wild-bergamot--true-gallon,DBG2JCSODOUK7TG4GB6KFSYV,Monarda fistulosa (Wild Bergamot),,True Gallon,,Monfis12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#monarda-punctata-spotted-beebalm--4-5-pot,KNWIIXSO32GKYN3DJE2XXZI4,Monarda punctata (Spotted Beebalm),,"4.5"" Pot",,Monpun3,"Yellow flowers spotted with purple in mid summer. The aromatic, oblong leaves may be used in teas. Long summer bloom period. Attracts butterflies. Drought Tolerant. 

Size: Height: 1' - 2' ; Width: 1' -1'
Light: Sun (Part-Full)
Moisture: Medium, 

-

Amber M. King, CC BY 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,,,,,,84,,,,Y
#monarda-punctata-spotted-beebalm--gallon,5FMZR3CQLJHKVHMPEDNZPOVE,Monarda punctata (Spotted Beebalm),,Gallon,,Monpun9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,63,,,,Y
#monarda-punctata-spotted-beebalm--true-gallon,OCACLKS2KCFY3FVT7BZAKXIL,Monarda punctata (Spotted Beebalm),,True Gallon,,Monpun12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#morella-pensylvanica-northern-bayberry--gallon,RVIGR3SLDBJWPZC7CHYJ6AL6,Morella pensylvanica (Northern Bayberry),,Gallon,,Morpen9,"Hard, white berries remain on the female plant all winter and feed birds. Tolerates a wide variety of wet to dry soils, including some salt spray. Male and Female plants are needed to make berries.

Size: Height: 3' - 12' ; Width: 3' -12'
Light: Sun (Part-Full)
Moisture: Dry, Medium,

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,,,N,,,0,,,,Y
#morella-pensylvanica-northern-bayberry--true-gallon,TK3Q3TRGUOOPRHBVCWKQIMKT,Morella pensylvanica (Northern Bayberry),,True Gallon,,Morpen12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,N,,,29,,,,Y
#morella-pensylvanica-northern-bayberry--2-gallon,X5CGSALGND7OW6UIGFMPJWPU,Morella pensylvanica (Northern Bayberry),,2 Gallon,,Morpen15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,N,,,27,,,,Y
#morella-pensylvanica-northern-bayberry--3-gallon,UALXLMCUCMPRUNGI2TXZQONN,Morella pensylvanica (Northern Bayberry),,3 Gallon,,Morpen18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,N,,,0,,,,Y
#morella-pensylvanica-northern-bayberry--5-gallon,DTWW4I63OQZBNCXSJVKN2UOB,Morella pensylvanica (Northern Bayberry),,5 Gallon,,Morpen21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#morus-rubra-red-mulberry--gallon,CCN3VOMNEOPW37AE27TD42VO,Morus rubra (Red Mulberry),,Gallon,,Morrub9,"Lobed leaves, milky sap, and reddish-brown bark with edible fruits. Greenish flowers appear in early spring. Fertilized female flowers bear edible reddish fruits.

Size: Height: 35' - 50' ; Width: 35' -40'
Light: Sun (Part-Full)
Moisture: Dry, Moist,

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By LeonAdler - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=8142081",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,,,N,,,0,,,,Y
#morus-rubra-red-mulberry--true-gallon,LLEKGWHIVNE6ZLCIMJDKBQPV,Morus rubra (Red Mulberry),,True Gallon,,Morrub12,,Tree,Tree,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,N,,,0,,,,Y
