Square.Category,Category,Scientific Name,Common Name,Item.Type,Species ID,Item.Name,Light,Moisture,SoilType,Height_low,Height_high,Width_low,Width_high,Size_Concat,Bloom_time,Bloom_color,Sex,Deer_Resistant,Drainfield_OK,NativeRange,Local_Ecotype,GermCode,DescriptionBase,Photo Credits,Shade Program
Flower,Flower,Packera obovata,Roundleaf Groundsel,Physical good,Pacobo,Packera obovata (Roundleaf Groundsel),Sun (Part-Full),"Dry, Moist, ",,1,1.5,0.5,1,Height: 1' - 1.5' ; Width: 0.5' -1',Spring,Yellow,,,,,,,"Blooms long lasting yellow daisy-like flowers from spring to early summer. Flowers atop sparsely leaved stem that rises from basal clump of serrate, rounded leaves that taper at the end. Attracts butterflies.","SB_Johnny | PA!, CC BY-SA 4.0 , via Wikimedia Commons, sonnia hill, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Parthenium integrifolium,Wild Quinine,Physical good,Parint,Parthenium integrifolium (Wild Quinine),Sun (Full),"Dry, Medium, ",Clay,2,4,1,2,Height: 2' - 4' ; Width: 1' -2',Summer,White,,,,,,C(60),"Clump forming perennial naturally found in dry soils of prairies, glades and rocky woods. Bloom white wolly looking flowers from May to August. Rough fragrant leaves with toothed margins.",,
Flower,Flower,Pedicularis canadensis,Wood Betony,Physical good,Pedcan,Pedicularis canadensis (Wood Betony),Sun (Part-Full),"Dry, Medium, ","Loam, Sand",1,2,1,2,Height: 1' - 2' ; Width: 1' -2',Spring,Yellow,,,,,,"C(30),K",Herbaceous perennial with fern like leaves and silvery hairs.  Blooms bright yellow and red flower clusters on a singular stalk.  Attracts bumblebees.,"DouglasGoldman, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Doug McGrady from Warwick, RI, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Penstemon digitalis,Foxglove White Beardtongue,Physical good,Pendig,Penstemon digitalis (Foxglove White Beardtongue),Sun (Part-Full),"Medium, ",,2,4,1,2,Height: 2' - 4' ; Width: 1' -2',Summer,White,,,,,,C(30),"White flowers adorn tall, woody stalks on this lovely addition to forest edges or clearings. ","Eric Hunt, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Penstemon hirsutus,Hairy Beardtongue,Physical good,Penhir,Penstemon hirsutus (Hairy Beardtongue),Sun (Part-Full),"Medium, ",,1,2,1,1,Height: 1' - 2' ; Width: 1' -1',"Spring, Summer",Purple,,,,,,"C(60),D","Lovely trumpet-shaped, lavender flowers that bloom late May through June attract a variety of pollinators. Deer resistant!","Agnieszka Kwiecień, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Penstemon laevigatus,Eastern Smooth Beardtongue,Physical good,Penlae,Penstemon laevigatus (Eastern Smooth Beardtongue),Sun (Part-Full),"Dry, Medium, ",Loam,1,4,2,3,Height: 1' - 4' ; Width: 2' - 3',"Spring, Summer",Purple,,,,,,C(60),Erect herbaceous perennial with a large basal rosette and panicle of tubular purple flowers. Prefers wetter soils compared to other penstemon species.  Attracts bees butterflies and hummingbirds.,"Becky Dillhttps://www.inaturalist.org/people/gillydilly, CC0, via Wikimedia Commons, Michael Wolf, Penig, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Penstemon pallidus,Pale Beardtongue,Physical good,Penpal,Penstemon pallidus (Pale Beardtongue),Sun (Part-Full),"Dry, Medium, ","Sandy, Rocky",1,2,0.5,1,Height: 1' - 2' ; Width: 0.5' -1',"Spring, Summer",White,,,,,,"C(30),D,G",Earlier blooming penstemon covered with soft white hairs.  Blooms tubular light purple flowers.  Attracts native bees. Drought and deer resistant.,"https://www.inaturalist.org/people/supertiger, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons,  Francis Groeters, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Phlox divaricata,Wild Blue Phlox,Physical good,Phldiv,Phlox divaricata (Wild Blue Phlox),Shade (Full),"Medium, ",,1,1.5,1,2,Height: 1' - 1.5' ; Width: 1' -2',"Spring, Summer",Blue,,,,,,C(60),"This spreading wildflower can form mats, thriving in woodland shade. Groups of star shaped flowers bloom in spring, creating striking carpets of color.","Photo by and (c)2007 Derek Ramsey (Ram-Man), CC BY-SA 2.5 , via Wikimedia Commons, Cbaile19, CC0, via Wikimedia Commons
CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=192105",
Flower,Flower,Phlox maculata,Wild Sweet William,Physical good,Phlmac,Phlox maculata (Wild Sweet William),Sun (Part-Full),"Medium, Moist, ",,2,3,1,2,Height: 2' - 3' ; Width: 1' -2',Summer,Pink,,,,,,C(60),"Upright flower with fragrant, pink, star-shaped flowers that attract hummingbirds and bloom in the summer. Prefers good air circulation and moist soils. Deer resistant.","Robert H. Mohlenbrock. USDA NRCS. 1995. Northeast wetland flora: Field office guide to plant species. Northeast National Technical Center, Chester. Courtesy of USDA NRCS Wetland Science Institute. -",
Flower,Flower,Phlox paniculata,Garden Phlox,Physical good,Phlpan,Phlox paniculata (Garden Phlox),Sun (Part-Full),"Medium, ",Clay,2,4,2,3,Height: 2' - 4' ; Width: 2' -3',Summer,Pink,,,,,,,"This taller phlox produces fragrant, pink-purple blooms in late summer that attract butterflies and hummingbirds. Deer, clay tolerant","Photo by David J. Stang, CC BY-SA 4.0 , via Wikimedia Commons, Cbaile19, CC0, via Wikimedia Commons",
Flower,Flower,Phlox stolonifera,Creeping Phlox,Physical good,Phlsto,Phlox stolonifera (Creeping Phlox),Sun (Part-Full),"Medium, ",,0.5,1,1,1,Height: 0.5' - 1' ; Width: 1' -1',"Spring, Summer",Purple,,,,,,,"Fragrant, tubular, lavender flowers emerge in spring. Can spread to form colonies in good conditions, making this an excellent ground cover. Drought, deer tolerant.","Photo by David J. Stang, CC BY-SA 4.0 , via Wikimedia Commons, Photo by and (c)2007 Derek Ramsey (Ram-Man), GFDL 1.2 <http://www.gnu.org/licenses/old-licenses/fdl-1.2.html>, via Wikimedia Commons
Jerzy Opio?a, CC BY-SA 4.0 , via Wikimedia Commons",
Flower,Flower,Physostegia virginiana,Obedient Plant,Physical good,Phyvir,Physostegia virginiana (Obedient Plant),Sun (Part-Full),"Moist, Standing Water,",,3,4,2,3,Height: 3' - 4' ; Width: 2' -3',Summer,Pink,,,,,,C(60),"Tubular, two-lipped pale-purple flower spikes bloom through summer and attract hummingbirds. Each individual flower will temporarily be pushed into a new position! Tolerates Deer and Clay Soil.",,
Flower,Flower,Podophyllum peltatum,May Apple,Physical good,Podpel,Podophyllum peltatum (May Apple),Sun (Part-Full),"Dry, Medium, ","Sand, Loam",1,2,1,2,Height: 1' - 2' ; Width: 1' - 2',"Spring, Summer",White,,,,,,C(90),One of the first herbacous perennials to emerge in spring.  Has one to two umbrella like leaves and blooms a singular white flower at the axil of the leaves. Produces a small golden yellow edible fruit.  Plant goes dormant in the summer.  Forms colonies through rhizomes.,"Barnes Dr Thomas G, U.S. Fish and Wildlife Service, Public domain, via Wikimedia Commons,  Famartin, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Valis55, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons",
Flower,Flower,Polemonium reptans,Jacobs Ladder,Physical good,Polrep,Polemonium reptans (Jacobs Ladder),Shade (Full),"Moist, ",,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',"Spring, Summer",Blue,,,,,,C(60),"This low growing wildflower thrives in rich, moist, partially-shaded soil where it can self-seed. Light blue bell-shaped flowers appear in late spring.","By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=76903241, Alex Abair, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Flower,Flower,Pseudognaphalium obtusifolium,Sweet Everlasting,Physical good,Pseobt,Pseudognaphalium obtusifolium (Sweet Everlasting),Sun (Full),"Medium, ",,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',Summer,White,,,,,,"C(60),D","White, conical flowerheads bloom in summer. Whitish hairs cover the surface of the upper stems.","By H. Zell - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=10957744, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons
By BeckyLaboy - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=98494610",
Flower,Flower,Pycnanthemum muticum,Clustered Mountain Mint,Physical good,Pycmut,Pycnanthemum muticum (Clustered Mountain Mint),Sun (Part-Full),"Medium, ",,1,3,1,3,Height: 1' - 3' ; Width: 1' -3',Summer,Pink,,,,VA most or all,,"A,D","Clump forming perennial can spread by rhizomes. Short, densly clustered leaves have a strong mint aroma. Tubular, pink flowers top plants in mid to late summer and attract butterflies and bees.","I, SB Johnny, CC BY-SA 3.0 , via Wikimedia Commons, peganum from Henfield, England, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons
Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",
Flower,Flower,Pycnanthemum tenuifolium,Narrow Leafed Mountain Mint,Physical good,Pycten,Pycnanthemum tenuifolium (Narrow Leafed Mountain Mint),Shade (Part-Full),"Dry, Medium, ",Clay,2,3,2,3,Height: 2' - 3' ; Width: 2' -3',Summer,White,,,,VA most or all,,"A,D","This is a vigorous grower and will spread well. Narrow leaves emit a mint-like scent when crushed and is uses in teas. Small white flowers that bloom in mid summer. Tolerates Drought, Clay soils.","By Fritzflohrreynolds - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=31611887, Alex Abair, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Flower,Flower,Pycnanthemum verticillatum,Hairy Mountain Mint,Physical good,Pycver,Pycnanthemum verticillatum (Hairy Mountain Mint),Shade (Part-Full),"Dry, Medium, ",,1,3,1,3,Height: 1' - 3' ; Width: 1' -3',"Summer, Fall",White,,,,,,,"Easy to care for once established, this clump forming mind grows through rhizomes. Small, light-purple flowers attract bees, butterflies. Leaves give a strong mint aroma.","Anne McCormack https://www.flickr.com/photos/mccormacka/19355550105, Alan Weakley, CC0, via Wikimedia Commons",
Flower,Flower,Pycnanthemum virginianum,Virginia Mountain Mint,Physical good,Pycvir,Pycnanthemum virginianum (Virginia Mountain Mint),Shade (Part-Full),"Dry, Medium, ",,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',Summer,White,,,,"Valley & Ridge, Nova",,"A,D",This aromatic native is a true mint with delicate white flowers and can be used to make tea! Vigorous grower and deer resistant!,"Hardyplants at English Wikipedia, Public domain, via Wikimedia Commons",
Flower,Flower,Rhexia virginica,Meadow Beauty,Physical good,Rhevir,Rhexia virginica (Meadow Beauty),Sun (Part-Full),"Medium, Moist, ",Sand,1,2,1,2,Height: 1' - 2' ; Width: 1' - 2',Summer,Pink,,,,,,"C(60),D",Water loving perennial that spreads rapidly through tubers.  Taller plants sprawl along the ground while shorter ones stand erect.  Blooms bubblegum pink flowers with striking yellow anthers.  Red seed capsules add winter interest in the garden.,"Doug McGrady from Warwick, RI, USA, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Rudbeckia fulgida,Orange Coneflower,Physical good,Rudful,Rudbeckia fulgida (Orange Coneflower),Sun (Full),"Dry, Medium, ",,2,3,2,2,Height: 2' - 3' ; Width: 2' -2',Summer,Orange,,,,"Valley & Ridge, Nova, Piedmont",,C(60),"Clump-forming coneflower with yellow, daily-like flowers in mid-summer to fall. Prefer consistent moisture until established, then drought tolerant. Deer tolerant. Dry/rocky soil tolerant.",,
Flower,Flower,Rudbeckia hirta,Black Eyed Susan,Physical good,Rudhir,Rudbeckia hirta (Black Eyed Susan),Shade (Part-Full),"Dry, Medium, ",,1,4,1,2,Height: 1' - 4' ; Width: 1' -2',"Summer, Fall",Yellow,,,,VA most or all,can find,C(30),"One of the most popular native flowers, Black-Eyed Susans spread over open fields and attract butterflies. Deer Resistant!","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons; 
Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons; 
Frank Mayfield from Chicago area, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Rudbeckia laciniata,Cut-Leaved Coneflower,Physical good,Rudlac,Rudbeckia laciniata (Cut-Leaved Coneflower),Sun (Part-Full),"Dry, Medium, ",,3,10,1,3,Height: 3' - 10' ; Width: 1' -3',"Summer, Fall",Yellow,,,,VA most or all,,C(30),"Cheery, yellow flowers stand tall and attract butterflies, bees, and some birds. Also makes great cut flowers. ","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Rudbeckia triloba,Brown Eyed Susan,Physical good,Rudtri,Rudbeckia triloba (Brown Eyed Susan),Shade (Part-Full),"Dry, Medium, ",,1,3,1.5,1.5,Height: 1' - 3' ; Width: 1.5' -1.5',"Summer, Fall",Yellow,,,,VA most or all,,C(30),"Densely branched short-lived perennial will self-seed. Dyellow, daisy-like flowers bloom densely in the plant from summer to fall. Attracts butterflies. Deer resistant.","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Ruellia humilis,Low Wild Petunia,Physical good,Ruehum,Ruellia humilis (Low Wild Petunia),Sun (Part-Full),"Dry, Medium, ",,1.5,2,1.5,2,Height: 1.5' - 2' ; Width: 1.5' -2',Summer,Purple,,,,,,C(60),"Tubular, bell-shaped lavender flowers bloom May to October. Oblong to lancelike olive green leaves. Hairy stems and leaves. Attracts butterflies.","peganum from Small Dole, England, CC BY-SA 2.0 , via Wikimedia Commons, Alvesgaspar, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons
Leonora (Ellie) Enking from East Preston, United Kingdom, CC BY-SA 2.0 , via Wikimedia Commons",
Flower,Flower,Ruellia strepens,Smooth Wild Petunia,Physical good,Ruestr,Ruellia strepens (Smooth Wild Petunia),Shade (Full),"Medium, ",,1,3,1,1.5,Height: 1' - 3' ; Width: 1' -1.5',"Spring, Summer",Purple,,,,,,C(60),Clump-forming perennial with pale lilac to lavender petunia like flowers. Flowers bloom May to September. Tolerate close to full shade.,,
Flower,Flower,Sagittaria latifolia,Broad-leaved Arrowhead,Physical good,Saglat,Sagittaria latifolia (Broad-leaved Arrowhead),Sun (Part-Full),"Moist, Standing Water,","Rich Loam, Sandy",2,3,2,3,Height: 2' - 3' ; Width: 2' -3',Summer,White,,,,,,C(60),"Found in marshes, swamps and bogs this plant prefers standing water or moist soils.  Blooms three petaled white flowers and underground starchy tubers that are eatten by ducks and turtles. ","Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,   Ryan Hodnett, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Salvia lyrata,Lyre-Leaved Sage,Physical good,Sallyr,Salvia lyrata (Lyre-Leaved Sage),Sun (Full),"Dry, Moist, ",,1,2,1,1,Height: 1' - 2' ; Width: 1' -1',"Spring, Summer",Purple,,,,,,,"This perennial prefers sandy soils and clays. Two-lipped, purple flowers bloom in late spring and attract bees and butterflies. Can self-seed to naturalize an area. Deer resistant.","Kaldari, Public domain, via Wikimedia Commons",
Flower,Flower,Sanguinaria canadensis,Bloodroot,Physical good,Sancan,Sanguinaria canadensis (Bloodroot),Shade (Full),"Medium, ",,0.5,1,0.25,0.5,Height: 0.5' - 1' ; Width: 0.25' -0.5',Spring,White,,,,,can find - hard to grow,"F,L","Bright, short-lived, white, 2"" flowers bloom in early spring. Spreads to form colonies through rhizomes. Goes dormant in mid-to-late summer. Reddish-orange sap ""bleeds"" when plant is cut.",,
Flower,Flower,Saururus cernuus,Lizard's Tail,Physical good,Saucer,Saururus cernuus (Lizard's Tail),Shade (Part-Full),"Medium, Moist, ","Clay, Loam, Sand",1,4,1,2,Height: 1' - 4' ; Width: 1' - 2',Summer,White,,,,,,C(60),Water loving perennial that gets its name for their long racemes of white flowers.  Roots and foliage smell of citris and sassafrass. Form large colonies along waterways.,"Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Sedum pulchellum,Widow's Cross,Physical good,Sedpul,Sedum pulchellum (Widow's Cross),Sun (Part-Full),"Medium, ",Rocky,0.5,0.5,0.5,1,Height: 0.5' - 0.5' ; Width: 0.5' -1',Spring,Pink,,,,,,"C(30),D",Readily reseeding annual often found in rocky outcroppings.  Pink flowers with black and red dotted petals. Lime green succulent-like leaves.,"Mason Brock (Masebrock), Public domain, via Wikimedia Commons,   Thomas R. Koll, Public domain, via Wikimedia Commons ",
Flower,Flower,Sedum ternatum,Woodland Stonecrop,Physical good,Sedter,Sedum ternatum (Woodland Stonecrop),Shade (Part-Full),"Medium, ",,0.25,0.5,0.5,0.75,Height: 0.25' - 0.5' ; Width: 0.5' -0.75',Spring,White,,,,,y,,"Clusters of tiny white, star-like flowers with purplish stamens appear on stems above the foliage in spring. Rabbit, deer and drought tolerant.","By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61182287,   Fritz Flohr Reynolds from USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Senna hebecarpa,Wild Senna,Physical good,Senheb,Senna hebecarpa (Wild Senna),Sun (Part-Full),"Dry, Moist, ",,4,6,3,4,Height: 4' - 6' ; Width: 3' -4',Summer,Yellow,,,,VA most or all,,"C(10),H,I","Bright, yellow flowers form in dense clusters bloom in summer to attract pollinators and butterflies. Black seed pods emerge in fall and support wildlife.","Small Dole, England [CC BY-SA (https://creativecommons.org/licenses/by-sa/2.0)], peganum from Small Dole, England, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Silene caroliniana,Wild Pink,Physical good,Silcar,Silene caroliniana (Wild Pink),Sun (Part-Full),"Dry, Medium, ",Sandy,0.5,1,0.1,1,Height: 0.5' - 1' ; Width: 0.1' -1',Spring,Pink,,,,,,,"This showy, mat-forming plant boasts clusters of bright pink, star-shaped flowers that bloom early spring.","Fritzflohrreynolds, CC BY-SA 3.0 , via Wikimedia Commons
Amadej Trnkocsy: https://www.flickr.com/photos/atrnkoczy/12274247696",
